Nama UMKM                               , Produk Utama                            , Total Aset (Juta), Penjualan Rata-rata Per Tahun (Juta), Jumlah Tenaga Kerja, Nama Badan Hukum       , Kategori                                                                  , Sistem Penjualan      , Target Pasar                                                               , Proyeksi Pertumbuhan (%/tahun), Kebutuhan Biaya Kredit (Juta), Nilai Aset Jaminan Kredit, Jumlah Dokumen Kredit, Label      , pendanaan
Lilya                                   , Sambal Lingkong                         , 209.0            , 51.0                                , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 20 %      , 0.0                           , 9.0                          , 120.0                    , 6                    , TIDAK LAYAK, 211.13398940948983
Kue Basah Salima                        , Kue Basah                               , 240.0            , 288.0                               , 4                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 16.0                         , 516.0                    , 6                    , TIDAK LAYAK, 559.0671251435087
Kerupuk Ikan Lisa Wati                  , Kerupuk Ikan                            , 173.0            , 52.0                                , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 9.0                          , 9.0                      , 5                    , TIDAK LAYAK, 176.62586157698277
Tiga Putri                              , Keripik Bawang Keripik Singkong. K.Bayam, 215.0            , 68.0                                , 5                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 40 %                    , 0.0                           , 45.0                         , 70.0                     , 6                    , TIDAK LAYAK, 245.055018116952
Pembuat Perahu Hendri                   , Perahu                                  , 67.0             , 105.0                               , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 20 %      , 0.0                           , 0.0                          , 12.0                     , 5                    , TIDAK LAYAK, 171.52554481318532
Kue Basah Anita                         , Kue                                     , 217.0            , 140.0                               , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 0.0                          , 13.0                     , 5                    , TIDAK LAYAK, 321.6749552002215
Kue Basah Herawati                      , Kue                                     , 90.0             , 50.0                                , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %                    , 0.0                           , 0.0                          , 7.0                      , 5                    , TIDAK LAYAK, 133.9754145159218
Percetakan Batako Nasir                 , Batako                                  , 197.0            , 172.0                               , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 40 %                    , 0.0                           , 16.0                         , 20.0                     , 5                    , TIDAK LAYAK, 361.1812336313141
Usaha Batu Bata Pak Ja                  , Batu Bata                               , 101.0            , 36.0                                , 4                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 16.0                         , 94.0                     , 6                    , TIDAK LAYAK, 131.65560164695714
Sinar Dufa                              , Bess Beton                              , 735.0            , 300.0                               , 6                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 75 %                    , 0.0                           , 288.0                        , 360.0                    , 7                    , LAYAK      , 908.4310963957249
Tahu Pak Karie                          , Tahu                                    , 215.0            , 312.0                               , 4                  , Perorangan             , Industri Pengolahan                                                       , Distributor           , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 80.0                         , 130.0                    , 8                    , LAYAK      , 543.5756558847262
Batu Bata Sawal                         , Batu Bata                               , 48.0             , 384.0                               , 5                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 9.0                          , 26.0                     , 6                    , TIDAK LAYAK, 469.43807051470054
Gula Yasirin                            , Gula                                    , 216.0            , 72.0                                , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %     , 0.0                           , 4.0                          , 213.0                    , 6                    , TIDAK LAYAK, 267.1804999137289
Usaha Kue Kering                        , Kue Kering                              , 254.0            , 9.0                                 , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %     , 0.0                           , 4.0                          , 220.0                    , 5                    , TIDAK LAYAK, 208.02788006519606
Perusahaan Tahu Tempe                   , Kedelai                                 , 200.0            , 180.0                               , 3                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %     , 0.0                           , 35.0                         , 120.0                    , 5                    , TIDAK LAYAK, 348.0867380032597
Aneka Makanan Husna                     , Kue                                     , 157.0            , 108.0                               , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 32.0                         , 147.0                    , 4                    , TIDAK LAYAK, 256.4836983401787
Jajanan Khas Kaur 'Bu Erni'             , Pisang. Ubi                             , 218.0            , 96.0                                , 5                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %     , 0.0                           , 40.0                         , 153.0                    , 4                    , TIDAK LAYAK, 280.4958076981913
Firman Meuble                           , Kayu                                    , 107.0            , 240.0                               , 5                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %     , 0.0                           , 70.0                         , 47.0                     , 4                    , TIDAK LAYAK, 370.711481270395
Rempah-Rempah                           , Rempah-Rempah                           , 229.0            , 12.0                                , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %     , 0.0                           , 8.0                          , 220.0                    , 6                    , TIDAK LAYAK, 195.60914413337252
Meuble Rotan Joko                       , Rotan                                   , 160.0            , 96.0                                , 3                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %     , 0.0                           , 42.0                         , 140.0                    , 4                    , TIDAK LAYAK, 237.66533967746443
Sahira Meuble                           , Meuble                                  , 170.0            , 180.0                               , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %     , 0.0                           , 49.0                         , 143.0                    , 4                    , TIDAK LAYAK, 340.2478543445936
Meuble Sularto                          , Pintu. Kosen. Jendela                   , 124.0            , 200.0                               , 4                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 50 %      , 0.0                           , 24.0                         , 115.0                    , 7                    , TIDAK LAYAK, 340.94816593534665
Ud Kerajinan Tangan                     , Sapu Ijuk                               , 30.0             , 36.0                                , 1                  , Perorangan             , Industri Pengolahan                                                       , Distributor           , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 16.0                         , 4.0                      , 7                    , TIDAK LAYAK, 59.900005019455186
Kerupuk Rr                              , Kerupuk                                 , 167.0            , 1200.0                              , 9                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 100.0                        , 120.0                    , 7                    , LAYAK      , 1567.7557185036844
Kerupuk Aa                              , Kerupuk                                 , 28.0             , 360.0                               , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 10.0                         , 20.0                     , 6                    , TIDAK LAYAK, 441.96957186634864
Sinar Margo                             , Kerupuk                                 , 448.0            , 1080.0                              , 9                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 100.0                        , 400.0                    , 8                    , LAYAK      , 1650.89065518133
Kerupuk Baraya                          , Kerupuk                                 , 84.0             , 540.0                               , 5                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 10.0                         , 41.0                     , 7                    , LAYAK      , 698.2363481251195
Kerupuk Tiga Putri                      , Kerupuk                                 , 39.0             , 540.0                               , 6                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 10.0                         , 20.0                     , 6                    , TIDAK LAYAK, 663.2546598000849
Bengkel Las Atikah                      , Teralis                                 , 325.0            , 480.0                               , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Tidak ada 0 %                                                              , 0.0                           , 80.0                         , 215.0                    , 7                    , LAYAK      , 826.0936916281283
Pabrik Tempe Watiyah                    , Tempe                                   , 213.0            , 160.0                               , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 10.0                         , 200.0                    , 6                    , TIDAK LAYAK, 366.41947207926717
Meubeul Setia Usaha                     , Perabot Rumah                           , 276.0            , 1000.0                              , 16                 , Perorangan             , Industri Pengolahan                                                       , Retail                , Tidak ada 0 %                                                              , 0.0                           , 200.0                        , 270.0                    , 9                    , LAYAK      , 1431.3928747340897
Tembesu Indah Meubeul                   , Perabot Rumah Tangga                    , 625.0            , 600.0                               , 10                 , Perorangan             , Industri Pengolahan                                                       , Retail                , Tidak ada 0 %                                                              , 0.0                           , 50.0                         , 605.0                    , 8                    , LAYAK      , 1229.268687875362
Viska Water                             , Air Minum                               , 421.0            , 82.0                                , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Tidak ada 0 %                                                              , 0.0                           , 10.0                         , 215.0                    , 8                    , TIDAK LAYAK, 430.1091580773684
Rambak Gunarwi                          , Kerupuk                                 , 154.0            , 76.0                                , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 15.0                         , 120.0                    , 8                    , TIDAK LAYAK, 221.46483723458778
Pengrajin Tahu Mama                     , Tahu                                    , 433.0            , 180.0                               , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 30.0                         , 300.0                    , 8                    , TIDAK LAYAK, 555.1588369027642
Tahu Kempong Abadi Jaya                 , Tahu                                    , 352.0            , 360.0                               , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Tidak ada 0 %                                                              , 0.0                           , 80.0                         , 140.0                    , 8                    , LAYAK      , 690.2305536223025
Bengkel Las Ijon                        , Teralis                                 , 295.0            , 600.0                               , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Tidak ada 0 %                                                              , 0.0                           , 80.0                         , 135.0                    , 7                    , LAYAK      , 937.6518415694721
Pengrajin Tahu Suharti                  , Tahu                                    , 159.0            , 360.0                               , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 30.0                         , 200.0                    , 7                    , LAYAK      , 561.4365448289155
Doa Restu                               , Kerupuk                                 , 34.0             , 360.0                               , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 10.0                         , 30.0                     , 7                    , TIDAK LAYAK, 452.2038308613891
Mandiri Teralis                         , Teralis                                 , 180.0            , 360.0                               , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Tidak ada 0 %                                                              , 0.0                           , 25.0                         , 60.0                     , 8                    , LAYAK      , 566.7461534877605
Keripik Merangin Makmur                 , Keripik                                 , 158.0            , 204.0                               , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %     , 0.0                           , 150.0                        , 80.0                     , 8                    , TIDAK LAYAK, 366.70553392537255
Meubeul                                 , Perabot Rumah Tangga                    , 308.0            , 1200.0                              , 3                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Tidak ada 0 %                                                              , 0.0                           , 150.0                        , 240.0                    , 10                   , LAYAK      , 1689.6292416956724
Ar Bengkel Las Gemilang                 , Teralis                                 , 248.0            , 240.0                               , 3                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Tidak ada 0 %                                                              , 0.0                           , 50.0                         , 160.0                    , 7                    , TIDAK LAYAK, 486.02285895698606
Miroso Keripik                          , Keripik                                 , 243.0            , 144.0                               , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %     , 0.0                           , 30.0                         , 225.0                    , 9                    , TIDAK LAYAK, 381.2184191129324
Surojoyo                                , Keripik                                 , 336.0            , 360.0                               , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %     , 0.0                           , 150.0                        , 320.0                    , 9                    , LAYAK      , 704.4955033558784
Putra Tunggal Keripik                   , Aneka Keripik                           , 212.0            , 180.0                               , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 10.0                         , 150.0                    , 6                    , TIDAK LAYAK, 375.8749483333388
Konveksi Aneka                          , Pakaian                                 , 180.0            , 120.0                               , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Tidak ada 0 %                                                              , 0.0                           , 20.0                         , 150.0                    , 6                    , TIDAK LAYAK, 289.0144434668434
Mustika Printing                        , Percetakan                              , 165.0            , 240.0                               , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Tidak ada 0 %                                                              , 0.0                           , 200.0                        , 80.0                     , 9                    , TIDAK LAYAK, 411.96999199199956
Kerupuk Nugraha                         , Kerupuk                                 , 294.0            , 720.0                               , 7                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 50.0                         , 280.0                    , 7                    , LAYAK      , 1090.2819329848003
Dimas Meubeul                           , Perabot Rumah Tangga                    , 79.0             , 96.0                                , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Tidak ada 0 %                                                              , 0.0                           , 30.0                         , 50.0                     , 6                    , TIDAK LAYAK, 184.55369330057334
Konveksi Mutnam                         , Seragam Sekolah                         , 445.0            , 1200.0                              , 7                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Tidak ada 0 %                                                              , 0.0                           , 200.0                        , 290.0                    , 9                    , LAYAK      , 1777.76879220852
Bengkel Edi Las                         , Teralis Besi                            , 1191.0           , 233.0                               , 7                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Tidak ada 0 %                                                              , 0.0                           , 40.0                         , 1150.0                   , 7                    , TIDAK LAYAK, 1215.9292640000267
Bengkel Las Aks                         , Teralis Besi                            , 305.0            , 288.0                               , 3                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Tidak ada 0 %                                                              , 0.0                           , 40.0                         , 290.0                    , 7                    , TIDAK LAYAK, 595.5270702487032
Tahu Singkut                            , Tahu                                    , 352.0            , 1080.0                              , 4                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 80.0                         , 310.0                    , 8                    , LAYAK      , 1567.1289835520697
Putra Galungung                         , Kerupuk                                 , 376.0            , 576.0                               , 4                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 90.0                         , 350.0                    , 9                    , LAYAK      , 994.5871294940558
Pabrik Tahu Pak Yayat                   , Tahu                                    , 234.0            , 960.0                               , 6                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 160.0                        , 210.0                    , 8                    , LAYAK      , 1348.7776267534705
Karya Mandiri                           , Keripik Singkong                        , 225.0            , 576.0                               , 5                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %                    , 0.0                           , 40.0                         , 210.0                    , 7                    , LAYAK      , 875.0643978316169
Tahu Sumedang Sari Rasa                 , Tahu Sumedang                           , 62.0             , 648.0                               , 4                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 90 %                    , 0.0                           , 40.0                         , 36.0                     , 7                    , LAYAK      , 816.5852744599392
Zaini Mebel                             , Kusen Pintu/Jendela                     , 320.0            , 135.0                               , 8                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 20 %      , 0.0                           , 45.0                         , 290.0                    , 6                    , TIDAK LAYAK, 422.63888022025196
Bata Merah Imam                         , Bata Merah                              , 137.0            , 238.0                               , 4                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 80 %      , 0.0                           , 30.0                         , 30.0                     , 6                    , TIDAK LAYAK, 395.8099411754703
Konveksi Innayah                        , Pakaian Seragam Sekolah                 , 685.0            , 1440.0                              , 5                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %                    , 0.0                           , 80.0                         , 520.0                    , 7                    , LAYAK      , 2266.2009136932334
Bengkel Las Adi Karya                   , Teralis. Pagar                          , 23.0             , 180.0                               , 3                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 18.0                         , 100.5                    , 5                    , TIDAK LAYAK, 259.75617725006504
Batu Bata Sawal                         , Batu Bata                               , 48.0             , 384.0                               , 5                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 9.0                          , 26.0                     , 6                    , TIDAK LAYAK, 501.81524527952706
Ali Baba                                , Keripik Jamur Tiram                     , 97.0             , 60.0                                , 8                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 50 %      , 0.0                           , 8.0                          , 85.0                     , 2                    , TIDAK LAYAK, 156.8465039723343
Noesry                                  , Krispy Daun Singkong                    , 317.0            , 48.0                                , 5                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %                    , 0.0                           , 8.0                          , 310.0                    , 2                    , TIDAK LAYAK, 301.98466989189285
Kahiji                                  , Keripik Jagung                          , 295.0            , 168.0                               , 10                 , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 80.0                         , 160.0                    , 2                    , TIDAK LAYAK, 417.4028926295013
Kirno Sanitair                          , Polongan                                , 910.0            , 600.0                               , 3                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 70 %      , 0.0                           , 100.0                        , 390.0                    , 7                    , LAYAK      , 1397.696982483764
Gibran Steel                            , Pagar                                   , 985.0            , 360.0                               , 12                 , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %                    , 0.0                           , 80.0                         , 30.0                     , 8                    , LAYAK      , 1145.4713266047481
Pabrik Tempe                            , Tempe                                   , 662.0            , 720.0                               , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 30.0                         , 607.0                    , 6                    , LAYAK      , 1400.2202942278107
Udipa                                   , Kripik Udi                              , 17.0             , 162.0                               , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %                    , 0.0                           , 7.0                          , 6.0                      , 6                    , TIDAK LAYAK, 207.77776903400633
Pabrik Tempe                            , Tempe                                   , 538.0            , 360.0                               , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 10.0                         , 514.0                    , 7                    , LAYAK      , 867.1494496142318
Penggilingan Mie Ayam Glondong          , Mie Yntuk Mie Ayam                      , 333.0            , 162.0                               , 3                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 165.0                        , 51.0                     , 7                    , TIDAK LAYAK, 434.2831387428085
Pabrik Tempe Binaan Harber              , Tempe                                   , 41.0             , 1.0                                 , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 50.0                         , 14.0                     , 6                    , TIDAK LAYAK, 19.750981756662398
Azman Alumunium                         , Panci. Cetakan Kue. Oven                , 124.0            , 180.0                               , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 25 %                    , 0.0                           , 20.0                         , 107.0                    , 7                    , TIDAK LAYAK, 318.1479549153785
Pabrik Keripik                          , Keripik Ubi                             , 736.0            , 278.0                               , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %                    , 0.0                           , 13.0                         , 720.0                    , 8                    , TIDAK LAYAK, 934.8868266824536
Kios Ban Bekas Samsu                    , Ban Bahan Jok                           , 411.0            , 360.0                               , 3                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 190.0                        , 277.0                    , 7                    , LAYAK      , 752.6482969717413
Lingga Steel                            , Teralis. Pagar. Rolling Door            , 690.0            , 216.0                               , 7                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Tidak ada 0 %                                                              , 0.0                           , 140.0                        , 577.0                    , 7                    , TIDAK LAYAK, 807.6439560816259
Pabrik Keripik Ubi Udipa                , Keripik Ubi                             , 319.0            , 162.0                               , 1                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %                    , 0.0                           , 13.0                         , 6.0                      , 7                    , TIDAK LAYAK, 422.41887300902994
Pabrik Tempe H. Sabar                   , Tempe                                   , 1128.0           , 540.0                               , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 15.0                         , 1086.0                   , 7                    , LAYAK      , 1553.6811862335267
Famili Bakery                           , Berbagai Jenis Kue Dan Roti             , 1234.0           , 288.0                               , 2                  , Perorangan             , Industri Pengolahan                                                       , Distributor           , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 90 %                    , 0.0                           , 40.0                         , 1180.0                   , 7                    , TIDAK LAYAK, 1324.4705576188762
Batik Al-Fath                           , Batik Jambi                             , 495.0            , 576.0                               , 11                 , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 90 %                    , 0.0                           , 100.0                        , 3000.0                   , 9                    , LAYAK      , 1339.8914383676258
Batik Dua Putri                         , Batik Jambi                             , 615.0            , 360.0                               , 7                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan) 80 %    , 0.0                           , 100.0                        , 300.0                    , 9                    , LAYAK      , 900.665475476313
UD Kios Ikan Giling                     , Fillet Ikan Gabus                       , 680.0            , 900.0                               , 3                  , Usaha Dagang (UD)      , Industri Pengolahan                                                       , Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %                    , 0.0                           , 121.0                        , 400.08                   , 8                    , LAYAK      , 1597.4503508051134
Usaha Karya Jaya                        , Pading Blok                             , 1458.0           , 480.0                               , 3                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 100.0                        , 916.0                    , 7                    , LAYAK      , 1695.0078300887565
Rumah Batik Mawar                       , Batik Jambi                             , 486.0            , 72.0                                , 5                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan) 80 %    , 0.0                           , 15.0                         , 400.0                    , 8                    , TIDAK LAYAK, 478.3423648059752
Rumah Batik Mawar                       , Batik Jambi                             , 486.0            , 72.0                                , 5                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan) 80 %    , 0.0                           , 15.0                         , 400.0                    , 8                    , TIDAK LAYAK, 455.39190940386334
Dwi Putra                               , Semua Produk Dari Stainless Steel       , 768.0            , 144.0                               , 4                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Tidak ada 0 %                                                              , 0.0                           , 200.0                        , 382.0                    , 7                    , TIDAK LAYAK, 746.415669249704
Peras Santan 3A                         , Santan Kelapa                           , 31.0             , 360.0                               , 2                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 9.0                          , 28.0                     , 6                    , TIDAK LAYAK, 451.9315675691724
Parabot Sutikno                         , Pintu. Konsen. Lemari                   , 49.0             , 300.0                               , 3                  , Perorangan             , Industri Pengolahan                                                       , Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 18.0                         , 30.0                     , 6                    , TIDAK LAYAK, 387.32807412668444
